product_name,price_raw,product_url,scraped_at
АТЛАСНОЕ ПЛАТЬЕ С ПРИНТОМ «ПИТЕР ПЭН» HARRY LAMBERT FOR ZARA X DISNEY,"T 55 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC--%D0%BF%D0%B8%D1%82%D0%B5%D1%80-%D0%BF%D1%8D%D0%BD--harry-lambert-for-zara-x-disney-p04772285.html,2025-12-02T13:11:18
КОРОТКОЕ ДЖИНСОВОЕ ПЛАТЬЕ Z1975 С РЕМНЕМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-z1975-%D1%81-%D1%80%D0%B5%D0%BC%D0%BD%D0%B5%D0%BC-p09288058.html,2025-12-02T13:11:18
АСИММЕТРИЧНОЕ ПЛАТЬЕ-КОМБИНАЦИЯ ИЗ КОЛЛЕКЦИИ ZW,"T 31 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F-%D0%B8%D0%B7-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B8-zw-p06895051.html,2025-12-02T13:11:18
АТЛАСНОЕ ПЛАТЬЕ С КРУЖЕВОМ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-%E2%80%94-zw-collection-p05919201.html,2025-12-02T13:11:18
АТЛАСНОЕ АСИММЕТРИЧНОЕ ПЛАТЬЕ С КРУЖЕВОМ ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-%E2%80%94-zw-collection-p04772113.html,2025-12-02T13:11:18
ПЛАТЬЕ ИЗ СМЕСОВОЙ ШЕРСТИ С КРУЖЕВОМ — ZW COLLECTION LIMITED EDITION,"T 65 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D1%81%D0%BC%D0%B5%D1%81%D0%BE%D0%B2%D0%BE%D0%B8-%D1%88%D0%B5%D1%80%D1%81%D1%82%D0%B8-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-%E2%80%94-zw-collection-limited-edition-p09737929.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ НА БРЕТЕЛЯХ С ОБЪЕМНОЙ ЮБКОЙ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BD%D0%B0-%D0%B1%D1%80%D0%B5%D1%82%D0%B5%D0%BB%D1%8F%D1%85-%D1%81-%D0%BE%D0%B1%D1%8A%D0%B5%D0%BC%D0%BD%D0%BE%D0%B8-%D1%8E%D0%B1%D0%BA%D0%BE%D0%B8-p09542150.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ СО СБОРКАМИ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p09482872.html,2025-12-02T13:11:18
АТЛАСНОЕ ПЛАТЬЕ С ЗАВЯЗКАМИ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B7%D0%B0%D0%B2%D1%8F%D0%B7%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p09365100.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ СО СБОРКАМИ — ZW COLLECTION,"T 55 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p09482872.html,2025-12-02T13:11:18
КОРОТКОЕ БАРХАТНОЕ ПЛАТЬЕ С БАХРОМОЙ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%B1%D0%B0%D1%80%D1%85%D0%B0%D1%82%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D1%85%D1%80%D0%BE%D0%BC%D0%BE%D0%B8-p09643986.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ С ВЫРЕЗАМИ И СТРАЗАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%BE%D0%BC-%D0%B8-%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC-p01223632.html,2025-12-02T13:11:18
"ПЛАТЬЕ СО СБОРКАМИ, ВЫРЕЗАМИ И БЛЕСТКАМИ","T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8--%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%B0%D0%BC%D0%B8-%D0%B8-%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D0%BA%D0%B0%D0%BC%D0%B8-p04772229.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ НА БРЕТЕЛЯХ ОБЪЕМНОГО КРОЯ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BD%D0%B0-%D0%B1%D1%80%D0%B5%D1%82%D0%B5%D0%BB%D1%8F%D1%85-%D0%BE%D0%B1%D1%8A%D0%B5%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BA%D1%80%D0%BE%D1%8F-p09236150.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ СО СКЛАДКАМИ И КАРМАНАМИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81%D0%BE-%D1%81%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%D0%BC%D0%B8-%D0%B8-%D0%BA%D0%B0%D1%80%D0%BC%D0%B0%D0%BD%D0%B0%D0%BC%D0%B8-p09747777.html,2025-12-02T13:11:18
ПЛАТЬЕ ИЗ МЯГКОЙ ТКАНИ С РЕМНЕМ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%8F%D0%B3%D0%BA%D0%BE%D0%B8-%D1%82%D0%BA%D0%B0%D0%BD%D0%B8-%D1%81-%D1%80%D0%B5%D0%BC%D0%BD%D0%B5%D0%BC-p00264462.html,2025-12-02T13:11:18
МЯГКОЕ ПЛАТЬЕ С ПОЯСОМ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BC%D1%8F%D0%B3%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BF%D0%BE%D1%8F%D1%81%D0%BE%D0%BC-p05039859.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ СО СКЛАДКАМИ — ZW COLLECTION,"T 42 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81%D0%BE-%D1%81%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p04333241.html,2025-12-02T13:11:18
МИНИ-ПЛАТЬЕ ХАЛТЕР С УЗЛОМ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BC%D0%B8%D0%BD%D0%B8-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81-%D1%83%D0%B7%D0%BB%D0%BE%D0%BC-p03897111.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ ИЗ МАРЛИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%B8%D0%B7-%D0%BC%D0%B0%D1%80%D0%BB%D0%B8-p00881320.html,2025-12-02T13:11:18
КОМБИНИРОВАННОЕ ПЛАТЬЕ-МИДИ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-p05029116.html,2025-12-02T13:11:18
ПЛАТЬЕ С V-ОБРАЗНЫМ ВЫРЕЗОМ И ПАЙЕТКАМИ,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-v-%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%BC-%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%BE%D0%BC-%D0%B8-%D0%BF%D0%B0%D0%B8%D0%B5%D1%82%D0%BA%D0%B0%D0%BC%D0%B8-p01223475.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ С ОБЪЕМНЫМИ РУКАВАМИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BE%D0%B1%D1%8A%D0%B5%D0%BC%D0%BD%D1%8B%D0%BC%D0%B8-%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%B0%D0%BC%D0%B8-p09782536.html,2025-12-02T13:11:18
АСИММЕТРИЧНОЕ АТЛАСНОЕ ПЛАТЬЕ — ZW COLLECTION,"T 45 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%E2%80%94-zw-collection-p08073126.html,2025-12-02T13:11:18
ПЛАТЬЕ ХАЛТЕР С АНИМАЛИСТИЧЕСКИМ ПРИНТОМ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%BC-%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC-%E2%80%94-zw-collection-p08753008.html,2025-12-02T13:11:18
ПЛАТЬЕ ИЗ ПОПЛИНА СО СБОРКАМИ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BF%D0%BE%D0%BF%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p08678325.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%E2%80%94-zw-collection-p09191199.html,2025-12-02T13:11:18
БАРХАТНОЕ ПЛАТЬЕ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B1%D0%B0%D1%80%D1%85%D0%B0%D1%82%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%E2%80%94-zw-collection-p04786324.html,2025-12-02T13:11:18
АТЛАСНОЕ ПЛАТЬЕ МИДИ С ОТКРЫТОЙ СПИНОЙ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B8-%D1%81%D0%BF%D0%B8%D0%BD%D0%BE%D0%B8-p08807399.html,2025-12-02T13:11:18
АТЛАСНОЕ ПЛАТЬЕ МИДИ С ВЫРЕЗАМИ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%B0%D0%BC%D0%B8-p08351221.html,2025-12-02T13:11:18
ДЛИННОЕ ПЛАТЬЕ-ХАЛТЕР СО СБОРКАМИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-p05039826.html,2025-12-02T13:11:18
КОМБИНИРОВАННОЕ ПЛАТЬЕ-ХАЛТЕР ИЗ ТЮЛЯ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D0%B8%D0%B7-%D1%82%D1%8E%D0%BB%D1%8F-p05039815.html,2025-12-02T13:11:18
КОРОТКОЕ ПЛАТЬЕ С БАХРОМОЙ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D1%85%D1%80%D0%BE%D0%BC%D0%BE%D0%B8-p08351046.html,2025-12-02T13:11:18
ПЛАТЬЕ МИДИ С АНИМАЛИСТИЧЕСКИМ ПРИНТОМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%BC-%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC-p08790139.html,2025-12-02T13:11:18
ЖАККАРДОВОЕ ПЛАТЬЕ С БАНДАНОЙ — ZW COLLECTION,"T 65 990,00",https://www.zara.com/kz/ru/%D0%B6%D0%B0%D0%BA%D0%BA%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D0%BD%D0%B4%D0%B0%D0%BD%D0%BE%D0%B8-%E2%80%94-zw-collection-p09594341.html,2025-12-02T13:11:18
ПЛАТЬЕ АСИММЕТРИЧНОГО КРОЯ С КРУЖЕВОМ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BA%D1%80%D0%BE%D1%8F-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-%E2%80%94-zw-collection-p05919200.html,2025-12-02T13:11:18
АТЛАСНОЕ ПЛАТЬЕ С ЗАПАХОМ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B7%D0%B0%D0%BF%D0%B0%D1%85%D0%BE%D0%BC-%E2%80%94-zw-collection-p09780063.html,2025-12-02T13:11:18
МИНИ-ПЛАТЬЕ-БЛЕЙЗЕР ХАЛТЕР,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BC%D0%B8%D0%BD%D0%B8-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B1%D0%BB%D0%B5%D0%B8%D0%B7%D0%B5%D1%80-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-p03608536.html,2025-12-02T13:11:18
ПЛИССИРОВАННОЕ ПЛАТЬЕ МИДИ,"T 37 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B8%D1%81%D1%81%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-p08462335.html,2025-12-02T13:11:18
ПЛАТЬЕ ИЗ КОЛЛЕКЦИИ ZW LIMITED EDITION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B8-zw-limited-edition-p04437263.html,2025-12-02T13:11:18
ДЛИННОЕ АТЛАСНОЕ ПЛАТЬЕ ZW COLLECTION LIMITED EDITION,"T 55 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-zw-collection-limited-edition-p02488201.html,2025-12-02T13:11:18
ДЖИНСОВОЕ ПЛАТЬЕ-ХАЛТЕР TRF,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-trf-p06929287.html,2025-12-02T13:11:18
